label,speech
일반적인 말,나는 인형의 집으로 노는게 좋아
부정적인 말,퍼즐을 완성하기엔 너무 게을러서 그래
일반적인 말,동물원에 가서 동물을 봤던게 기억나
질문,너가 제일 좋아하는 동물은 뭐니
부정적인 말,발을 그만 톡톡 흔들어
부정적인 말,나와 함께 사용하고 있지 않아
질문,무엇을 만들었니
질문,오 탄산음료는 어디있니
질문,그것은 뭐니
질문,이 머리로 뭘 해야하니
질문,내 그림이 마음에 드니
반영,착륙하고 있구나
구체적인 칭찬,자리에 잘 않아있는 것 잘했어
질문,같이 놀아도 되니
행동 묘사,다른 팔을 찾았구나
반영,가끔씩
행동 묘사,너는 자동차를 빨리 가게 하는구나
행동 묘사,너는 모든 파란색 조각을 가지고 있어
행동 묘사,이 조각을 저기에 넣어
질문,블럭을 얼마나 빨리 치울 수 있니
일반적인 말,네가 원하면 꽃을 그려도 돼
지시,나와 함께 블럭놀이를 해
반영,기차가 기차길을 가
일반적인 말,이 블럭은 노란색이에요
행동 묘사,너는 고양이를 그렸구나
지시,종이를 쓰레기통에 넣어
질문,레고 놀이를 할래
지시,와서 앉어
질문,인형이 곰한테 뭐라고 하니
지시,이제 조랑말을 그려줘
부정적인 말,그쪽으로 가는거 아니야
질문,모든 블럭을 정리했니
지시,원을 이렇게 그려줘
지시,기다려
일반적인 말,네가 앉으면 신발끈 묶어줄게
부정적인 말,넌 그것을 잘 못하는구나
일반적인 칭찬,사랑스러워
지시,해 봐
구체적인 칭찬,맞추려고 하는 것 잘했어
일반적인 말,너는 내가 파란색을 사용 하면 좋겠다고 결정했어다
지시,치워주세요
반영,너는 그를 파란색으로 색칠했어
지시,이제 네가 정리할 시간이야
부정적인 말,그렇게 하는 거 아니야
질문,이게 엄마지 맞지
일반적인 말,안돼 그러면 저녁을 맛있게 못먹어
일반적인 말,도넛을 위한 접시가 필요해
행동 묘사,너는 버거를 만들었구나
반영,그리고
반영,저것들은 멋진 트럭이야
반영,오 맞아 핑크 곰이야
일반적인 말,나는 이 블럭을 추가 할게
일반적인 말,나는 이것들을 밖에 두기를 원해
지시,내가 벽을 세우는 것을 도와줄 수 있을까
지시,잠시만 기다려줘
부정적인 말,소는 초록색이 아니야
질문,다시 핑크색을 원하는거야
행동 묘사,와우 퍼즐을 거의 다 완성했어
지시,엄마를 위해 하나를 만들어줘
지시,집을 만들어줘 크고 빨간 집
일반적인 말,소가 헛간으로 가고 있어
반영,그것은 큰 블럭이야
일반적인 말,말이 걷고 있어
일반적인 말,나도 모르겠어
일반적인 칭찬,잘하고 있어
행동 묘사,그것을 맞췄어
반영,그 차를 좋아하는구나
일반적인 말,통나무를 만드는 것은 어려워
질문,뭐가 있니
지시,다른 쪽 팔을 반대편에 놓는 건 어떨까
부정적인 말,아니 그건 빨간색이야
구체적인 칭찬,착한 손 잘했어
일반적인 말,내가 장난감 가져갈게
일반적인 말,그 조각은 저기에 있어
구체적인 칭찬,너는 정답을 알고 있었지
질문,우리가 그렇게 할 수 있을거라 생각해
부정적인 말,그는 이상한 사람이야
구체적인 칭찬,새로운 장난감을 가지고 놀고 용감하다
일반적인 말,나는 벽을 만들고 싶지 않아
일반적인 말,낯선 사람에게 말을 걸지 마
지시,그것을 내버려둬
질문,이것을 어떻게 하는지 알고 있니
부정적인 말,그러던지
일반적인 말,바로 거기
반영,네 인형이 내 인형의 스카프를 원하는구나
질문,무엇을 하고 싶니
지시,이런 것을 하나 더 찾을 수 있니
반영,넌 탑을 쌓는구나
지시,서둘러
부정적인 말,제대로 한 것 같지 않아
일반적인 말,다섯시야
질문,장난감 상자로 가니
지시,내옆에 앉아
부정적인 말,기린은 보라색이 아니야
질문,이건 무슨 색이니
일반적인 말,나는 아이스티를 먹었어
부정적인 말,소리 지르지마
부정적인 말,거칠게 놀지마
질문,손잡이를 돌리면 앞으로 갈거야
지시,테이블에서 내려와
구체적인 칭찬,아주 멋진 작품이구나
행동 묘사,물고기를 그리는구나
질문,찾을수 있니
구체적인 칭찬,그것을 줘서 고마워
일반적인 말,보라색을 찾았어
반영,그 조각은 맞지 않아
부정적인 말,아니야 여덟이야
부정적인 말,장난감 만지지마
반영,웃기구나
질문,모든 감자튀김을 가져가는구나
지시,장남감을 나에게 줘
구체적인 칭찬,가져다 줘서 고마워
구체적인 칭찬,오 조심스럽게 했구나
일반적인 말,나는 크레파스가 있어
지시,장난감을 정리해
지시,우리는 팅커 장난감을 가지러 갈거야
구체적인 칭찬,크레파스를 함께 쓰다니 사려깊구나
지시,이것을 받아
반영,이 장난감을 제일 좋아하는구나
일반적인 칭찬,최고야
지시,알파벳 노래를 불러줘
일반적인 말,녹색 조각을 찾고 있어
행동 묘사,제니는 레고 놀이하는 걸 좋아해
부정적인 말,아니 하지만 아주 멋진 그림이야
행동 묘사,의자에 앉았네
일반적인 말,이제 나는 세 개의 조각이 있어
일반적인 말,우리가 이걸 언제 완성할지 모르겠어
질문,버린거니
질문,내가 보통 이렇게 말하는구나
질문,식당 놀이가 하고 싶구나
구체적인 칭찬,손과 발을 얌전히 두는 것 잘했어
부정적인 말,그렇게 하는 거 아니야
일반적인 말,나는 놀이를 하고 있어
행동 묘사,너는 감자 아저씨 머리를 들고 있구나
구체적인 칭찬,함께 놀아줘서 고마워
구체적인 칭찬,착하게 물어봐줘서 고마워
부정적인 말,그렇게는 안돼
행동 묘사,너는 곰을 색칠하고 있어
일반적인 칭찬,멋진 생각이야
부정적인 말,으엑 차랑 토마토를 좋아하지 않아
구체적인 칭찬,네 선생님이 네 그림을 좋아해
지시,앞으로 밀어
일반적인 말,이 차들은 정말 빨리 간다
일반적인 말,나는 오가 필요해
일반적인 말,나는 파이 먹는 걸 좋아해
구체적인 칭찬,단어를 잘 사용했어
일반적인 말,사람들은 차례로 해야해
질문,그거 아니
일반적인 말,온통 녹색이야
질문,고양이들은 왜 바닥에서 자고 있지
지시,여기 앉자
질문,이것들을 언제 꺼낼까
부정적인 말,태양은 보라색이 아니니 보라색으로 색칠하지마
일반적인 말,우리는 나중에 쇼핑하러 갈 거야
일반적인 말,이것들은 멋진 차들이야
행동 묘사,웃는 얼굴을 그렸어
지시,의자에 앉아
행동 묘사,너는 성을 만들려고 모든 빨간색 블럭을 가지고 왔어
행동 묘사,오늘 아주 다르다 너
지시,다른 종이를 골라 그럼
반영,음메 음메
구체적인 칭찬,너는 동물들에게 아주 상냥하구나
일반적인 말,내생각에 음식이 더 필요할 것 같아
일반적인 칭찬,오 넌 했어
일반적인 말,전에는 제일 좋아하는 게임이라고 했잖아
질문,우리 블럭이 몇개나 있지
행동 묘사,짧은 것들을 이용해 요새를 만들고 있구나
행동 묘사,다른 조각들을 찾고 있니
일반적인 말,나는 내 의자에 앉을거야
구체적인 칭찬,정리를 아주 빨리했어
일반적인 칭찬,아주 잘했어
행동 묘사,컵케익을 향해 손을 뻗고 있어
행동 묘사,너는 보라색 고양이를 그렸어
일반적인 말,대형 로켓
지시,말했지 정리하라고
지시,성을 만들어
질문,하지만 그는 심술궂었어
일반적인 말,그것이 어디에 있을지 궁금하다
일반적인 말,이제 좋은 부분을고 가자
행동 묘사,너는 차를 밀고 있어
반영,그것은 노란색이야
반영,거기 있구나
부정적인 말,너는 못난 울타리를 만들고 있구나
일반적인 말,이것들은 농장 동물들이야
구체적인 칭찬,먹을 음식을 가져오는 건 좋은 생각이야
지시,색칠을 시작하지 않으면 너는 타임아웃 의자에 가야해
행동 묘사,너는 차를 부수고 있어
일반적인 말,소는 음메하고 울어
질문,뭐라고 했니
반영,소
부정적인 말,그렇게 하는거 아니야
구체적인 칭찬,그것을 건네줘서 고마워
일반적인 말,고를 수 있는 장난감이 많아
반영,너는 모든 빨간색 블럭을 사용하고 있어
반영,너는 원을 그리고 있어
반영,이것을 여기에 놔
행동 묘사,너는 헛간에서 소를 꺼냈어
부정적인 말,장난감을 던지지 마
지시,지금 가
지시,장난감을 그만 던져
구체적인 칭찬,섞는 것 잘했어
일반적인 말,나도 하나 더 가져올게
부정적인 말,거기 올라가지마
지시,노란색은 치워줘
구체적인 칭찬,너는 너무 예쁘다
반영,우오우오
지시,장난감들을 정리해줘
일반적인 말,네가 네 여동생과 함께 쓸 때 여동생이 좋아해
반영,그것은 빨랐어
부정적인 말,너는 나를 짜증나게 해
반영,그래 그림이 그리고 싶구나
일반적인 말,모르겠어
일반적인 말,두개의 구멍이 더 있어
구체적인 칭찬,너는 정말 좋은 도우미야
지시,그 조각을 여기에 둬
질문,이 블럭들이 마음에 드니
지시,봐바
지시,이 블록을 다음에 놔
질문,이것처럼
반영,맞아 소는 음메하고 울어
구체적인 칭찬,너는 포테이토 헤드를 아주 잘 가지고 노는구나
부정적인 말,또 할거야 
구체적인 칭찬,아주 멋지게 만들었어
일반적인 말,그녀의 엘프 이름이 살사였다면 정말 놀랐을거야
부정적인 말,넌 틀렸어
구체적인 칭찬,접시에 도넛을 줘서 고마워
일반적인 말,나도 만들거야
부정적인 말,선 밖으로 나가지 않게 해
지시,다른 장난감을 가지고 놀아
반영,차들이 준비하는구나
지시,하나 건내줘
일반적인 말,소년이 집에 들어갔어
질문,내가 해볼까
지시,조용한 목소리를 사용해
일반적인 말,나도 너처럼 할거야
일반적인 말,나는 바나나를 좋아해
지시,저것 좀 줘
일반적인 말,너의 아빠는 좋은 항해를 했어
구체적인 칭찬,나에게 한 조각을 줘서 고마워
질문,저기 또 다른게 있어
구체적인 칭찬,그것들을 정리해줘서 고마워
일반적인 말,너는 가 꽤 크다
행동 묘사,너와 나는 이 그림을 같이 그릴거야
일반적인 말,타워 안에
일반적인 말,그들의 차는 멋지다
구체적인 칭찬,우리는 딱 맞게 색칠했어
부정적인 말,거짓말 하는 건 나빠
일반적인 말,너가 내려놨어
반영,저 빨간 차는 아주 빨라
지시,그 하마를 나에게 줘
일반적인 말,나는 지금 모두의 목소리를 들을 수 있어
반영,우유 주스 차
질문,이것들과 함께
부정적인 말,그건 움직이지 않아 바보야
행동 묘사,그는 소방서를 꺼내고 있어
행동 묘사,하나 찾았어
반영,무엇을 만들지 고민하고 있구나
행동 묘사,우리는 함께 정리를 하고 있어
지시,와서 나랑 놀아
지시,이 나무를 갈색이나 녹색으로 칠해줘
일반적인 말,그렇지
일반적인 말,음 내 생각엔 이걸 갖는게 나에게 제일 좋은 것 같아 가져도 돼
행동 묘사,너는 동물원을 만들었어
부정적인 말,거기에 머리를 놓는게 아니야
지시,큰 것을 위에 올려
부정적인 말,말대꾸 하지마
부정적인 말,그쪽으로 가지마
부정적인 말,블럭들을 합치지마
반영,여덟
구체적인 칭찬,나나는 이걸 아주 특별하게 생각할거야
행동 묘사,우리가 했어
부정적인 말,내 것이 네 것 보다 나아
부정적인 말,못난 그림이다
행동 묘사,너는 그것을 나눴어
행동 묘사,너는 타워를 만들고 있어
일반적인 말,항상 꺼낸것은 다시 넣어야해
구체적인 칭찬,블럭을 함께 사용해줘서 고마워
구체적인 칭찬,어떻게 들어야하는지 잘 기억했어
지시,내 옆에 앉아줘
지시,어서 빨간색으로 색칠해
행동 묘사,그래 너는 분필을 사용하고 있어
행동 묘사,우리는 같이 색칠하고 있어
일반적인 칭찬,좋은 아이디어야
행동 묘사,너는 그림을 그리고 있어
지시,내 옆에 이 의자에 앉아
지시,장난감들을 정리해
일반적인 말,나는 프렛젤 맛 컵케익 먹들래
일반적인 말,네 여동생이 이거 비슷한 것 있어
